Zip,Weekday,Hour,Expected Trips,Expected Trips (Est)
7029,5,17,0,0.03950408846139908
7029,5,18,0,0.039611779153347015
7029,5,19,0,0.039719484746456146
7029,5,20,0,0.03982717543840408
7029,5,21,0,0.03993486985564232
7029,5,22,0,0.04004256799817085
7029,5,23,0,0.040429312735795975
7029,6,0,0,0.046098094433546066
7029,6,1,0,0.04553135111927986
7029,6,2,0,0.044964611530303955
7029,6,3,0,0.044515758752822876
7029,6,4,0,0.04433587193489075
7029,6,5,0,0.043443381786346436
7029,6,6,0,0.0424358993768692
7029,6,7,0,0.041428424417972565
7029,6,8,0,0.04056708514690399
7029,6,9,0,0.04013906046748161
7029,6,10,0,0.03971104323863983
7029,6,11,0,0.03928302228450775
7029,6,12,0,0.03885500505566597
7029,6,13,0,0.03842697665095329
7029,6,14,0,0.03799896314740181
7029,6,15,0,0.03757094219326973
7029,6,16,0,0.03714292123913765
7029,6,17,0,0.03698242828249931
7029,6,18,0,0.03709012642502785
7029,6,19,0,0.03777701035141945
7029,6,20,0,0.03864447399973869
7029,6,21,0,0.03951193392276764
7029,6,22,0,0.040379397571086884
7029,6,23,0,0.041246864944696426
7030,0,0,0,0.04240771755576134
7030,0,1,0,0.042375605553388596
7030,0,2,0,0.04242057353258133
7030,0,3,0,0.043027397245168686
7030,0,4,0,0.04363422095775604
7030,0,5,0,0.0442410483956337
7030,0,6,0,0.044847868382930756
7030,0,7,0,0.045538969337940216
7030,0,8,0,0.04769677296280861
7030,0,9,0,0.049487460404634476
7030,0,10,0,0.05106734484434128
7030,0,11,0,0.05264723300933838
7030,0,12,0,0.05422712117433548
7030,0,13,0,0.05580700933933258
7030,0,14,0,0.05738689750432968
7030,0,15,0,0.05896678566932678
7030,0,16,0,0.060546670109033585
7030,0,17,0,0.062118396162986755
7030,0,18,0,0.06353944540023804
7030,0,19,0,0.06496049463748932
7030,0,20,0,0.0663815289735794
7030,0,21,0,0.06780257821083069
7030,0,22,0,0.06818228214979172
7030,0,23,0,0.06858612596988678
7030,1,0,0,0.04015423730015755
7030,1,1,0,0.04012124612927437
7030,1,2,0,0.04008825123310089
7030,1,3,0,0.04005526006221771
7030,1,4,0,0.040795113891363144
7030,1,5,0,0.04173517972230911
7030,1,6,0,0.04267525672912598
7030,1,7,0,0.043615326285362244
7030,1,8,0,0.04455539956688881
7030,1,9,0,0.04597608372569084
7030,1,10,0,0.047555092722177505
7030,1,11,0,0.04913409426808357
7030,1,12,0,0.05071309581398964
7030,1,13,0,0.052292101085186005
7030,1,14,0,0.05387110263109207
7030,1,15,0,0.05547475814819336
7030,1,16,0,0.05704157426953316
7030,1,17,0,0.057622987776994705
7030,1,18,0,0.058204397559165955
7030,1,19,0,0.058785803616046906
7030,1,20,0,0.059367213398218155
7030,1,21,0,0.059948619455099106
7030,1,22,0,0.060507263988256454
7030,1,23,0,0.060929831117391586
7030,2,0,0,0.03717605024576187
7030,2,1,0,0.03811612352728844
7030,2,2,0,0.039056196808815
7030,2,3,0,0.03999626263976097
7030,2,4,0,0.04093633592128754
7030,2,5,0,0.0418764092028141
7030,2,6,0,0.04281648248434067
7030,2,7,0,0.04375655576586723
7030,2,8,0,0.04476553946733475
7030,2,9,0,0.04578617215156555
7030,2,10,0,0.04680680111050606
7030,2,11,0,0.04760513827204704
7030,2,12,0,0.047547612339258194
7030,2,13,0,0.047490090131759644
7030,2,14,0,0.04743256792426109
7030,2,15,0,0.047620270401239395
7030,2,16,0,0.048201676458120346
7030,2,17,0,0.048783086240291595
7030,2,18,0,0.049364492297172546
7030,2,19,0,0.049945902079343796
7030,2,20,0,0.05070878565311432
7030,2,21,0,0.051574550569057465
7030,2,22,0,0.05244031548500061
7030,2,23,0,0.05330607295036316
7030,3,0,0,0.03945319354534149
7030,3,1,0,0.03935864940285683
7030,3,2,0,0.03958279639482498
7030,3,3,0,0.04041178897023201
7030,3,4,0,0.041432421654462814
7030,3,5,0,0.04245305061340332
7030,3,6,0,0.043121837079524994
7030,3,7,0,0.043064311146736145
7030,3,8,0,0.043006788939237595
7030,3,9,0,0.042949266731739044
7030,3,10,0,0.042891744524240494
7030,3,11,0,0.04308681935071945
7030,3,12,0,0.0433136448264122
7030,3,13,0,0.04354047402739525
7030,3,14,0,0.043767303228378296
7030,3,15,0,0.04399413242936134
7030,3,16,0,0.04422096535563469
7030,3,17,0,0.04444779455661774
7030,3,18,0,0.04467462748289108
7030,3,19,0,0.04490145295858383
7030,3,20,0,0.04512827843427658
7030,3,21,0,0.04536493867635727
7030,3,22,0,0.046230703592300415
7030,3,23,0,0.047096461057662964
7030,4,0,0,0.04394569247961044
7030,4,1,0,0.043409112840890884
7030,4,2,0,0.042520761489868164
7030,4,3,0,0.04163241386413574
